財產號碼,購買日期,財產名稱,使用年限,規格,型號,單價,保管單位,存放地點,保管人,備註,廠商名稱,狀態,採購單號,經費類別,經費來源,會計科目,傳票號碼,傳票日期,廠牌,型號
820091001,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091002,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,K12102,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091003,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091005,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091006,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091007,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091009,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091011,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
820091012,830621,數位鋼琴,12,"CLP-122 廠牌:功學社,附耳機 CLP-65",台,"53,922",學生事務處課外活動指導組,H11400,王棋慧,"（-31,-50）",功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
890507001,891031,產品冷凍架,5,85*52*168附24兩不沾土司模,座,"17,750",學生事務處課外活動指導組,H11000,王棋慧,,東昇,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
900240000,900619,"定音鼓26""",5,tp-6126,座,"93,750",學生事務處課外活動指導組,H10901,王棋慧,,功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
900241000,900619,"定音鼓29""",5,tp-6219,座,"100,000",學生事務處課外活動指導組,H10901,王棋慧,,功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
900242000,900619,"定音鼓32""",5,TP-6132,座,"106,250",學生事務處課外活動指導組,H10901,王棋慧,,功學社,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
940149000,941125,揚琴,5,北京402型.銀弦.附木架,台,"28,000",學生事務處課外活動指導組,H10901,王棋慧,,唐克,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
940150000,941125,手提琴,5,103型 4/4.附弓及袋,台,"18,000",學生事務處課外活動指導組,H10901,王棋慧,,唐克,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
940151000,941125,柳琴,5,黑牛角軫.紅木背板,台,"12,000",學生事務處課外活動指導組,H10901,王棋慧,,唐克,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
940174000,941229,中阮,5,紅木.機械軸.鋼品 ,只,"11,000",學生事務處課外活動指導組,H10901,王棋慧,,唐克,正常,0,,,機械儀器及設備,31021210102,1021210,*,*
950127001,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127002,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127003,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127004,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127005,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127006,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127007,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127008,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127009,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127010,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10400,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127011,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127012,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127013,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127014,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
950127015,951020,辦公桌,5,*,張,"1,600",學生事務處課外活動指導組,H10100,王棋慧,,一菱,正常,0,,,其他設備,31021210102,1021210,*,*
970143001,970821,立式鋼琴,5,TONCAT 90 NA 37鍵,台,"28,800",學生事務處課外活動指導組,H10901,王棋慧,97年度教育部整體發展獎補助經費,唐克樂器股份有限公司,正常,0,,,其他設備,31021210102,1021210,*,*
970148001,970818,木偶,5,25-30吋,個,"12,000",學生事務處課外活動指導組,PRH1,王棋慧,97年度教育部整體發展獎補助經費,壬美實業行,正常,0,,,其他設備,31021210102,1021210,*,*
970148002,970818,木偶,5,25-30吋,個,"12,000",學生事務處課外活動指導組,PRH1,王棋慧,97年度教育部整體發展獎補助經費,壬美實業行,正常,0,,,其他設備,31021210102,1021210,*,*
970154000,970925,活動式舞台,5,含階梯2座與裙佈幕,式,"88,000",學生事務處課外活動指導組,H11900,王棋慧,97年度教育部整體發展經費獎補助款經費,洪橋企業有限公司,正常,0,,,其他設備,31021210102,1021210,*,*
970395001,970925,諮商桌椅-桌子,5,75*120,台,"2,625",學生事務處課外活動指導組,H10100,王棋慧,97年度教育部發展學校重點特色專案計畫補助,一菱企業有限公司,正常,0,,,其他設備,31021210102,1021210,*,*
970395002,970925,諮商桌椅-桌子,5,75*120,台,"2,625",學生事務處課外活動指導組,H10200,王棋慧,97年度教育部發展學校重點特色專案計畫補助,一菱企業有限公司,正常,0,,,其他設備,31021210102,1021210,*,*
970395003,970925,諮商桌椅-桌子,5,75*120,台,"2,625",學生事務處課外活動指導組,H10200,王棋慧,97年度教育部發展學校重點特色專案計畫補助,一菱企業有限公司,正常,0,,,其他設備,31021210102,1021210,*,*
970545000,971112,社團文物館展示櫃,5,400D*8400L*2400H,架,"147,000",學生事務處課外活動指導組,PRH1,王棋慧,97學年度校內經費,萬能工程有限公司,正常,採字970000451,校內單位,學生事務處,其他設備,30971112038,971112,*,*
980128000,980826,薩克斯風,6,AEOLUS AS75R,台,"25,300",學生事務處課外活動指導組,K12101,王棋慧,,博弘股份有限公司台中六么分公司,正常,採字980000363,校內單位,學生事務處,其他設備,30980831048,980831,AEOLUS,AS75R
980137000,981026,小喇叭,5,JUPITER JTR-600ML,支,"15,000",學生事務處課外活動指導組,H30100,王棋慧,,博弘股份有限公司台中六么分公司,正常,採字980000751,校內單位,學生事務處,其他設備,30981030190,981030,JUPITER,JTR-600ML
980138000,981026,長號,5,JUPITER JSL-636L,支,"33,000",學生事務處課外活動指導組,H30100,王棋慧,,博弘股份有限公司台中六么分公司,正常,採字980000751,校內單位,學生事務處,其他設備,30981030190,981030,JUPITER,JSL-636L
980153000,980826,長笛,6,AEOLUS A88E,台,"12,800",學生事務處課外活動指導組,H30100,王棋慧,,博弘股份有限公司台中六么分公司,正常,採字980000363,校內單位,學生事務處,其他設備,30980831048,980831,AEOLUS,A88E
980154000,980826,豎笛,6,AEOLUS CL-2005,台,"20,300",學生事務處課外活動指導組,K12101,王棋慧,,博弘股份有限公司台中六么分公司,正常,採字980000363,校內單位,學生事務處,其他設備,30980831048,980831,AEOLUS,CL-2005
980177003,980915,硬碟式攝影機-三腳架,8,線控三腳架,架,"1,200",學生事務處課外活動指導組,H10502,王棋慧,,慶銘資訊有限公司,正常,採字980000012,校內單位,學生事務處,機械儀器及設備,30980916057,980916,Sony,VCT-60AV
980413001,981022,分離式冷氣乙台,10,壁掛變頻6300Kcal 及遷移裝配,台,"30,000",學生事務處課外活動指導組,H10100,王棋慧,,泰宇電業行,正常,採字980000153,校內單位,學生事務處,其他設備,30981023082,981023,*,*
980413002,981022,分離式冷氣乙台,10,壁掛變頻6300Kcal 及遷移裝配,台,"30,000",學生事務處課外活動指導組,H10100,王棋慧,,泰宇電業行,正常,採字980000153,校內單位,學生事務處,其他設備,30981023082,981023,*,*
980465000,981106,2號保險金庫,6,91*70*157cm,座,"54,000",學生事務處課外活動指導組,H10400,王棋慧,,凡格企業股份有限公司,正常,採字980000822,校內單位,文化設計與行銷系,其他設備,30981109001,981109,*,TA-602
980729000,980908,喇叭,5,6.5吋低音，二音路喇叭,組,"13,500",學生事務處課外活動指導組,H10502,王棋慧,,環恩科技事業有限公司,正常,採字970001393,專案,98年度弘光科技大學學習輔導與職涯規劃環境建置計畫-創新教學資源建置計畫,機械儀器及設備,30980910033,980910,mark-lin,NS10-W
980745001,981022,冷氣,10,"1對2分離式,RAM50JV含電動排水器,施工配電",台,"22,200",學生事務處課外活動指導組,H10502,王棋慧,,泰宇電業行,正常,採字970001266,專案,98年度弘光科技大學學習輔導與職涯規劃環境建置計畫-創新教學資源建置計畫,機械儀器及設備,30981023081,981023,日立,*
980745002,981022,冷氣,10,"1對2分離式,RAM50JV含電動排水器,施工配電",台,"22,200",學生事務處課外活動指導組,H10502,王棋慧,,泰宇電業行,正常,採字970001266,專案,98年度弘光科技大學學習輔導與職涯規劃環境建置計畫-創新教學資源建置計畫,機械儀器及設備,30981023081,981023,日立,*
980745003,981022,冷氣,10,"1對2分離式,RAM50JV含電動排水器,施工配電",台,"22,200",學生事務處課外活動指導組,H10502,王棋慧,冷氣-主機,泰宇電業行,正常,採字970001266,專案,98年度弘光科技大學學習輔導與職涯規劃環境建置計畫-創新教學資源建置計畫,機械儀器及設備,30981023081,981023,日立,*
981401003,981022,團體諮詢桌椅-椅子,5,椅子,張,800,學生事務處課外活動指導組,H10502,王棋慧,使用者:陳俐曲,東穎辦公家具有限公司,正常,採字980000596,專案,98年度弘光科技大學學習輔導與職涯規劃環境建置計畫-創新教學資源建置計畫,其他設備,30981023080,981023,*,*
981401008,981022,團體諮詢桌椅-椅子,5,椅子,張,800,學生事務處課外活動指導組,H10502,王棋慧,,東穎辦公家具有限公司,正常,採字980000596,專案,98年度弘光科技大學學習輔導與職涯規劃環境建置計畫-創新教學資源建置計畫,其他設備,30981023080,981023,*,*
981766000,990319,分離式冷氣,10,3600Kcal/h、尺寸:寬810mm*高685mm*深300mm,台,"40,000",學生事務處課外活動指導組,H10100,王棋慧,,泰宇電業行,正常,採字980001144,校內單位,學生事務處,其他設備,30990322106,990322,日立,RAC36JU
981767000,990319,分離式冷氣,10,6300Kcal/h、尺寸:寬880mm*高790mm*深315mm,台,"57,500",學生事務處課外活動指導組,H10100,王棋慧,,泰宇電業行,正常,採字980001144,校內單位,學生事務處,其他設備,30990322106,990322,日立,RAC63JU
981998001,990729,文物館展示櫃,5,W420*H240*D60,座,"105,000",學生事務處課外活動指導組,PRH1,王棋慧,,欣阜有限公司,正常,採字980001456,專案,弘光科技大學「學習輔導」與「職涯規劃」環境建置計畫-分項計畫(一)-修課導航系統建置計畫,其他設備,30990730342,990730,欣阜有限公司,訂製品
981998002,990729,文物館展示櫃,5,W420*H240*D60,座,"105,000",學生事務處課外活動指導組,PRH1,王棋慧,,欣阜有限公司,正常,採字980001456,專案,弘光科技大學「學習輔導」與「職涯規劃」環境建置計畫-分項計畫(一)-修課導航系統建置計畫,其他設備,30990730342,990730,欣阜有限公司,訂製品
990002000,990615,電子琴,5,30內建樂曲+5組自建樂曲+70on CD-ROM、504面板音色、61標準鍵(C1-C6)具處建感應,個,"11,500",學生事務處課外活動指導組,O42100,王棋慧,,全方位樂器有限公司,正常,採字990000053,校內單位,學生事務處,其他設備,30990621105,990621,YAMAHA,PSR-e403
990003000,990615,柳葉琴,3,1. 紅木背板、刻詩  2. 黑牛角軫  3. 鋼品  4. 附輕體盒 ,組,"14,500",學生事務處課外活動指導組,H10901,王棋慧,,唐克樂器股份有限公司,正常,採字990000143,校內單位,學生事務處,其他設備,30990622095,990622,韻牌,T653M
990059000,990812,薩克斯風,6,1.中音、2.管身金黃色烤漆、3.材質為青銅、4.貝殼珍珠按鍵,個,"30,000",學生事務處課外活動指導組,H30100,王棋慧,,力揚樂器社,正常,採字990000161,校內單位,學生事務處,其他設備,30990817035,990817,PHANTASMA ,AJC-525
990060000,990812,豎笛,6,"B調、管徑厚度:0.40mm(0.16"") 、吹口管:銀合金",個,"15,000",學生事務處課外活動指導組,H30100,王棋慧,,力揚樂器社,正常,採字990000161,校內單位,學生事務處,其他設備,30990817035,990817,JUPITER ,FANCY II
990125000,991004,冷氣,10,日立水冷式箱型機15RT (含水塔、        ),組,"150,000",學生事務處課外活動指導組,H10800,王棋慧,,泰宇電業行,正常,採字990000078,校內單位,學生事務處,其他設備,30991006124,991006,日立,RP-155W
990251000,991008,攪拌機,9, 3/4馬力 56*50*82CM,組,"28,000",學生事務處課外活動指導組,H11000,王棋慧,,芳成工業股份有限公司,正常,採字990000433,校內單位,學生事務處,其他設備,30991012048,991012,芳成,TS-201
990252000,991008,烘培烤箱,5,1.溫度範圍：5℃~250℃、2.具超高溫保護裝置、3.雙層雙盤、4.烘培適用烤盤約46*66CM,組,"64,000",學生事務處課外活動指導組,H11000,王棋慧,,芳成工業股份有限公司,正常,採字990000433,校內單位,學生事務處,其他設備,30991012048,991012,芳成,訂製品
990738002,1000706,大型討論桌,5,組合式90*90cm 黑白兩色+霧鋁腳、組合式150*60cm黑灰兩色+霧鋁腳、組合式90*60cm白灰兩色+霧鋁腳,式,"30,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001080,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000707152,1000707,千高台視覺設計有限公司,訂製品
990738003,1000706,大型討論桌,5,組合式90*90cm 黑白兩色+霧鋁腳、組合式150*60cm黑灰兩色+霧鋁腳、組合式90*60cm白灰兩色+霧鋁腳,式,"30,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001080,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000707152,1000707,千高台視覺設計有限公司,訂製品
990816000,1000729,天花板工程,5,天花板油漆與燈管更換,式,"30,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001079,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000730006,1000730,千高台視覺設計有限公司,天花板工程
990817000,1000729,地板工程,5,墊高地板與鋪設超耐磨地板 ,式,"70,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001079,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000730006,1000730,千高台視覺設計有限公司,地板工程
990818001,1000729,木製置物櫃,5,墊高地板下抽屜櫃與壁面懸吊式系統櫃,組,"25,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001079,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000730006,1000730,千高台視覺設計有限公司,木製置物櫃
990818002,1000729,木製置物櫃,5, 墊高地板下抽屜櫃與壁面懸吊式系統櫃,組,"25,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001079,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000730006,1000730,千高台視覺設計有限公司,木製置物櫃
990818003,1000729,木製置物櫃,5, 墊高地板下抽屜櫃與壁面懸吊式系統櫃,組,"25,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001079,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000730006,1000730,千高台視覺設計有限公司,木製置物櫃
990818004,1000729,木製置物櫃,5, 墊高地板下抽屜櫃與壁面懸吊式系統櫃,組,"25,000",學生事務處課外活動指導組,H11600,王棋慧,,千高台視覺設計有限公司,正常,採字990001079,專案,(100年度)弘光100-101年度教學卓越計畫,其他設備,31000730006,1000730,千高台視覺設計有限公司,木製置物櫃
990908000,1001017,冷氣,10,"1對1變頻分離式、RAS/C-56LN,5600Kcal/h",臺,"54,500",學生事務處課外活動指導組,H11600,王棋慧,,泰宇電業行,正常,採字990001344,專案,(100年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31001018042,1001018,日立,"RAS/C-56LN,5600Kcal/h"
1000344000,1010418,冷氣,10,日立1對1變頻分離式、4500kcal/h、R410A環保冷媒,臺,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,泰宇電業行,正常,採字1000000591,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010419004,1010419,日立,日立1對1變頻分離式、4500kcal/h、R410A環保冷媒
1000361001,1010504,木製置物櫃,5,組合式(每組含可重組置物底座40*35*10cm 三個.可重組置物層板240*35*3.5cm三個.可重組置物口型框40*40*35cm八個,組,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,木製置物櫃
1000361002,1010504,木製置物櫃,5,組合式(每組含可重組置物底座40*35*10cm 三個.可重組置物層板240*35*3.5cm三個.可重組置物口型框40*40*35cm八個,組,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,木製置物櫃
1000361003,1010504,木製置物櫃,5,組合式(每組含可重組置物底座40*35*10cm 三個.可重組置物層板240*35*3.5cm三個.可重組置物口型框40*40*35cm八個,組,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,木製置物櫃
1000361004,1010504,木製置物櫃,5,組合式(每組含可重組置物底座40*35*10cm 三個.可重組置物層板240*35*3.5cm三個.可重組置物口型框40*40*35cm八個,組,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,木製置物櫃
1000361005,1010504,木製置物櫃,5,組合式(每組含可重組置物底座40*35*10cm 三個.可重組置物層板240*35*3.5cm三個.可重組置物口型框40*40*35cm八個,組,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,木製置物櫃
1000361006,1010504,木製置物櫃,5,組合式(每組含可重組置物底座40*35*10cm 三個.可重組置物層板240*35*3.5cm三個.可重組置物口型框40*40*35cm八個,組,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,木製置物櫃
1000362000,1010504,大型討論桌,5,3.6夾板貼實木皮(栓木)測露夾板上透明漆+圓形霧鋁腳.80*180CM三張 .  160*80cm三張,式,"30,000",學生事務處課外活動指導組,H10600,王棋慧,,千高台視覺設計有限公司,正常,採字1000000622,專案,(101年度)弘光100-101年度教學卓越計畫,機械儀器及設備,31010507179,1010507,千高台視覺設計有限公司,大型討論桌
1009025007,1001004,電腦-螢幕,4,最高解析度1440*900、對比10000:1、19吋,台,"3,200",學生事務處課外活動指導組,H10400,王棋慧,,慶銘資訊有限公司,正常,採字1000000052,校內單位,圖書資訊處,機械儀器及設備,31001005210,1001005,Acer,V193W
1010006000,1010618,小號,5,"銅製、口徑4.8""、管徑0.45""",臺,"12,000",學生事務處課外活動指導組,H30100,王棋慧,,全方位樂器有限公司,正常,採字1010000029,校內單位,學生事務處,其他設備,31010619056,1010619,JUPITER,JTR-606MRL
1010007000,1010618,法國號,5,調性:F/Bb、管徑:12mm、可拆式喇叭口,臺,"51,000",學生事務處課外活動指導組,K12101,王棋慧,,全方位樂器有限公司,正常,採字1010000029,校內單位,學生事務處,其他設備,31010619056,1010619,JUPITER,JHR-854L
1010009000,1010718,吉他,6,標準41吋D型琴、桃花木製、可調音,把,"24,000",學生事務處課外活動指導組,O22400,王棋慧,,名伶樂器有限公司,正常,採字1010000065,校內單位,學生事務處,其他設備,31010719033,1010719,自製,桃木吉他
1010046001,1010813,鼓,5,"70*70*65cm、附腳架,滑輪、鼓面牛皮製 ",個,"20,000",學生事務處課外活動指導組,H10600,王棋慧,,高雄兩廣國際有限公司,正常,採字1010000149,校內單位,學生事務處,機械儀器及設備,31010814026,1010814,高雄兩廣國際有限公司,牛皮鼓面
1010046002,1010813,鼓,5,"70*70*65cm、附腳架,滑輪、鼓面牛皮製 ",個,"20,000",學生事務處課外活動指導組,H10600,王棋慧,,高雄兩廣國際有限公司,正常,採字1010000149,校內單位,學生事務處,機械儀器及設備,31010814026,1010814,高雄兩廣國際有限公司,牛皮鼓面
1010047001,1010813,獅頭套組,5,"鶴山獅頭、含金裝獅背,獅褲、80*65*60cm ",組,"25,000",學生事務處課外活動指導組,H10600,王棋慧,,高雄兩廣國際有限公司,正常,採字1010000149,校內單位,學生事務處,機械儀器及設備,31010814026,1010814,高雄兩廣國際有限公司,鶴山獅頭組
1010047002,1010813,獅頭套組,5,"鶴山獅頭、含金裝獅背,獅褲、80*65*60cm ",組,"25,000",學生事務處課外活動指導組,H10600,王棋慧,,高雄兩廣國際有限公司,正常,採字1010000149,校內單位,學生事務處,機械儀器及設備,31010814026,1010814,高雄兩廣國際有限公司,鶴山獅頭組
1010143000,1011012,攝影機,5,1.1仟4佰萬像素 2.可交換鏡頭式+E 18-200mm 3.影片壓縮格式：MPEG-4 AVC,台,"66,960",學生事務處課外活動指導組,H10100,王棋慧,,雅士照相器材行,正常,採字1010000135,校內單位,學生事務處,機械儀器及設備,31011012040,1011012,SONY,NEX-VG20H
1010153000,1011005,冷氣,10,"1對1變頻分離式，9000Kcal/h,R410A環保冷媒",臺,"50,000",學生事務處課外活動指導組,H10600,王棋慧,,永鑫空調有限公司,正常,採字1010000164,校內單位,學生事務處,其他設備,31011005124,1011005,日立,RAC/RAS-90JB
1010466000,1020624,社團空間改造,5,1.投影機、2.電動布幕(120吋)、3.影音設備(擴大機)、4.無線麥克風、5.機櫃,組,"31,000",學生事務處課外活動指導組,H10600,王棋慧,,葉興資訊有限公司,正常,採字1010000708,專案,(102年度)102-103年度教學卓越計畫,機械儀器及設備,31020625080,1020625,投影機 EPSON EB-925、多媒體擴大機YD-555、120吋電動銀幕等等, EPSON EB-925
1010468000,1020626,社團空間改造,5,軌道可折式-鏡面,式,"109,000",學生事務處課外活動指導組,H10600,王棋慧,,玖昌股份有限公司,正常,採字1010000709,專案,(102年度)102-103年度教學卓越計畫,機械儀器及設備,31020627035,1020627,玖昌,W600*H240cm*6
1020007000,1020625,琵琶,5,1.紅木製、2.沙酮或梧桐面板、3.銀弦或金屬弦,把,"27,000",學生事務處課外活動指導組,H10901,王棋慧,,全方位樂器有限公司,正常,採字1020000069,校內單位,學生事務處,其他設備,31020626052,1020626,虎丘,012202-3B
1020008000,1020625,大提琴,6,1.實木製、2.金屬或烏木弦、3.附琴袋、琴弓可微調,把,"24,500",學生事務處課外活動指導組,H10901,王棋慧,,全方位樂器有限公司,正常,採字1020000069,校內單位,學生事務處,其他設備,31020626052,1020626,SANDER,TC12 4/4
1020009000,1020625,揚琴,5,1.紅木製、2.402型、3.銀弦或金屬弦,臺,"22,500",學生事務處課外活動指導組,H10901,王棋慧,,全方位樂器有限公司,正常,採字1020000069,校內單位,學生事務處,其他設備,31020626052,1020626,虎丘,014404N
1020010000,1020625,36簧笙,6,1.36簧、2.高音、3.銅管,支,"83,500",學生事務處課外活動指導組,H10901,王棋慧,,全方位樂器有限公司,正常,採字1020000069,校內單位,學生事務處,其他設備,31020626052,1020626,虎丘,015705-1C
1020011000,1020625,長笛,6,1.調性C、2.開孔式鍍銀、3.附原廠提袋,支,"22,500",學生事務處課外活動指導組,H30100,王棋慧,,全方位樂器有限公司,正常,採字1020000069,校內單位,學生事務處,其他設備,31020626052,1020626,YAMAHA,YEL-271
1020012000,1020625,八里東,5,1.調性Bb、2.表面鍍銀、3.管徑12.8-13.5mm,支,"65,000",學生事務處課外活動指導組,H30100,王棋慧,,全方位樂器有限公司,正常,採字1020000069,校內單位,學生事務處,其他設備,31020626052,1020626,YAMAHA,YEP-321S
1020019000,1020712,投打練習網,5,1.200cm*200cm、2.專用彈力繩扣、3.伸縮調整固定扣,組,"10,500",學生事務處課外活動指導組,O12400,王棋慧,,國際露營體育用品社,正常,採字1020000066,校內單位,學生事務處,其他設備,31020731143,1020731,國際露營體育用品社,訂製品
1020020000,1020712,捕手裝備組,5,1.護膝 / 護胸、2.頭盔、3.面罩,組,"10,618",學生事務處課外活動指導組,O12400,王棋慧,,國際露營體育用品社,正常,採字1020000066,校內單位,學生事務處,其他設備,31020731143,1020731,國際露營體育用品社,訂製品
1020040000,1020719,木偶,5,1.手工雕刻 2.可指定角色 3.10吋,支,"20,000",學生事務處課外活動指導組,PRH1,王棋慧,,見素人文事業有限公司,正常,採字1020000067,校內單位,學生事務處,其他設備,31020719084,1020719,自製,10吋木偶
1020140000,1021021,中阮,5,1.梁浩製、2.紅木邊板、沙桐面板 3.附琴盒、備弦、彈片,支,"21,000",學生事務處課外活動指導組,H10901,王棋慧,,全方位樂器有限公司,正常,採字1020000295,校內單位,學生事務處,其他設備,31021017065,1021017,梁浩製,中阮
1020141000,1021021,二胡,6,1.許佳君製、2.紫檀琴桿、琴筒 3.附琴盒、備弦、松香、微調,支,"22,800",學生事務處課外活動指導組,H10901,王棋慧,,全方位樂器有限公司,正常,採字1020000295,校內單位,學生事務處,其他設備,31021017065,1021017,許佳君製,二胡
1020142000,1021021,長號,5,1.調性：Bb、2.鎳合金 3.附盒,支,"27,400",學生事務處課外活動指導組,H30100,王棋慧,,全方位樂器有限公司,正常,採字1020000295,校內單位,學生事務處,其他設備,31021017065,1021017,JUPITER,JSL-636L
