財產號碼,購買日期,財產名稱,使用年限,規格,型號,單價,保管單位,存放地點,保管人,備註,廠商名稱,狀態,採購單號,經費類別,經費來源,會計科目,傳票號碼,傳票日期,廠牌,型號
1140180001,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180002,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10100,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180003,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180004,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180005,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180006,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180007,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180008,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180009,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180010,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180011,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140180012,1140917,行動音響,5,1.放大器：Class D 2.最大輸出190 W。 3.失真< 1%。 4.靈敏度：89 dB。 5.具麥克風收納裝置，並含2支無線麥克風。 6.放音座。 7.藍牙功能。 8.各種輸入音量獨立控制與主音量控制。 9.手提、以伸縮提把及滑輪拖拉。 10.待機時間7小時。,臺,"32,662",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,MIPRO,MA-709
1140181001,1140917,電子看板,5,1.解析度：3840*2160。 2.亮度：450cd/m2。 3.螢幕尺寸：65吋。 4.儲存容量：內建8GB。 5.作業系統：Android 13。 6.介面：USB2.0*2。 7.含輪子*4，煞車。,臺,"44,668",學生事務處課外活動指導組,H10100,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,FarBar,FS005
1140181002,1140917,電子看板,5,1.解析度：3840*2160。 2.亮度：450cd/m2。 3.螢幕尺寸：65吋。 4.儲存容量：內建8GB。 5.作業系統：Android 13。 6.介面：USB2.0*2。 7.含輪子*4，煞車。,臺,"44,668",學生事務處課外活動指導組,H10200,王棋慧, ,掄元科技有限公司,正常,採字1140000121,校內單位,學生事務處,其他設備,31140930124,1140930,FarBar,FS005
1140189000,1140924,微型雷射投影機,5,1.亮度：2000流明。 2.投影尺寸：40~180吋。 3.光源：雷射。 4.輸入介面：HDMI、USB Type C、USB 2.0。 5.支援解析度：4K UHD 3840 x 2160。 6.投影距離：1.06m-4.78m。,臺,"29,900",學生事務處課外活動指導組,H10100,王棋慧, ,利洋國際科技有限公司,正常,採字1140000128,校內單位,學生事務處,機械儀器及設備,31140930109,1140930,ViewSonic,M10
